IP:PORT, LOSS, DELAY
162.159.193.240:2408,100.00%,1000 ms
162.159.193.240:4500,100.00%,1000 ms
162.159.193.239:2408,100.00%,1000 ms
162.159.193.249:894,100.00%,1000 ms
162.159.193.239:4500,100.00%,1000 ms
162.159.193.238:4500,100.00%,1000 ms
162.159.193.238:2408,100.00%,1000 ms
162.159.193.251:7156,100.00%,1000 ms
162.159.193.237:2408,100.00%,1000 ms
162.159.193.237:4500,100.00%,1000 ms
162.159.193.236:2408,100.00%,1000 ms
162.159.193.252:7156,100.00%,1000 ms
162.159.193.233:2408,100.00%,1000 ms
162.159.193.236:4500,100.00%,1000 ms
162.159.193.234:2408,100.00%,1000 ms
162.159.193.252:8886,100.00%,1000 ms
162.159.193.235:2408,100.00%,1000 ms
162.159.193.235:4500,100.00%,1000 ms
162.159.193.233:4500,100.00%,1000 ms
162.159.193.234:4500,100.00%,1000 ms
162.159.193.232:2408,100.00%,1000 ms
188.114.98.43:955,100.00%,1000 ms
162.159.193.232:4500,100.00%,1000 ms
188.114.98.43:8742,100.00%,1000 ms
162.159.193.250:7156,100.00%,1000 ms
162.159.193.231:2408,100.00%,1000 ms
162.159.193.230:4500,100.00%,1000 ms
162.159.193.229:2408,100.00%,1000 ms
162.159.193.230:2408,100.00%,1000 ms
162.159.193.249:7281,100.00%,1000 ms
162.159.193.231:4500,100.00%,1000 ms
162.159.193.228:2408,100.00%,1000 ms
162.159.193.229:4500,100.00%,1000 ms
188.114.98.53:7156,100.00%,1000 ms
188.114.98.53:955,100.00%,1000 ms
188.114.98.13:1002,100.00%,1000 ms
162.159.193.228:4500,100.00%,1000 ms
188.114.98.13:1074,100.00%,1000 ms
162.159.193.250:8886,100.00%,1000 ms
162.159.193.227:2408,100.00%,1000 ms
162.159.193.227:4500,100.00%,1000 ms
162.159.193.226:2408,100.00%,1000 ms
162.159.193.226:4500,100.00%,1000 ms
162.159.193.225:2408,100.00%,1000 ms
188.114.98.59:903,100.00%,1000 ms
162.159.193.224:2408,100.00%,1000 ms
162.159.193.224:4500,100.00%,1000 ms
162.159.193.225:4500,100.00%,1000 ms
188.114.98.59:928,100.00%,1000 ms
162.159.193.223:8886,100.00%,1000 ms
162.159.193.222:8886,100.00%,1000 ms
162.159.193.223:3854,100.00%,1000 ms
162.159.193.251:8886,100.00%,1000 ms
162.159.193.222:3854,100.00%,1000 ms
162.159.193.221:8886,100.00%,1000 ms
162.159.193.221:3854,100.00%,1000 ms
162.159.193.220:8886,100.00%,1000 ms
162.159.193.220:3854,100.00%,1000 ms
162.159.193.219:8886,100.00%,1000 ms
162.159.193.218:3854,100.00%,1000 ms
162.159.193.253:8886,100.00%,1000 ms
162.159.193.218:8886,100.00%,1000 ms
162.159.193.217:8886,100.00%,1000 ms
188.114.98.8:1002,100.00%,1000 ms
162.159.193.219:3854,100.00%,1000 ms
162.159.193.217:3854,100.00%,1000 ms
188.114.98.8:1074,100.00%,1000 ms
162.159.193.253:7156,100.00%,1000 ms
162.159.193.216:8886,100.00%,1000 ms
162.159.193.254:8886,100.00%,1000 ms
162.159.193.214:8886,100.00%,1000 ms
162.159.193.215:3854,100.00%,1000 ms
162.159.193.216:3854,100.00%,1000 ms
162.159.193.215:8886,100.00%,1000 ms
162.159.193.254:7156,100.00%,1000 ms
162.159.193.213:3854,100.00%,1000 ms
162.159.193.255:8886,100.00%,1000 ms
162.159.193.213:8886,100.00%,1000 ms
162.159.193.214:3854,100.00%,1000 ms
162.159.193.212:8886,100.00%,1000 ms
188.114.98.75:859,100.00%,1000 ms
162.159.193.211:8886,100.00%,1000 ms
188.114.98.75:946,100.00%,1000 ms
162.159.193.212:3854,100.00%,1000 ms
162.159.193.211:3854,100.00%,1000 ms
162.159.193.210:8886,100.00%,1000 ms
162.159.193.210:3854,100.00%,1000 ms
188.114.98.78:859,100.00%,1000 ms
162.159.193.209:3854,100.00%,1000 ms
162.159.193.255:7156,100.00%,1000 ms
188.114.98.78:946,100.00%,1000 ms
162.159.193.207:3854,100.00%,1000 ms
162.159.193.206:8886,100.00%,1000 ms
162.159.193.208:8886,100.00%,1000 ms
188.114.98.80:946,100.00%,1000 ms
188.114.98.80:859,100.00%,1000 ms
162.159.193.207:8886,100.00%,1000 ms
162.159.193.209:8886,100.00%,1000 ms
188.114.98.2:1002,100.00%,1000 ms
188.114.98.2:1074,100.00%,1000 ms
188.114.98.1:1002,100.00%,1000 ms
188.114.98.83:859,100.00%,1000 ms
188.114.98.83:946,100.00%,1000 ms
162.159.193.208:3854,100.00%,1000 ms
188.114.98.1:1074,100.00%,1000 ms
188.114.97.250:1180,100.00%,1000 ms
162.159.193.206:3854,100.00%,1000 ms
188.114.97.250:3581,100.00%,1000 ms
162.159.193.205:3854,100.00%,1000 ms
188.114.98.89:7103,100.00%,1000 ms
188.114.97.235:4233,100.00%,1000 ms
188.114.98.89:8854,100.00%,1000 ms
162.159.193.205:8886,100.00%,1000 ms
162.159.193.204:8886,100.00%,1000 ms
162.159.193.204:3854,100.00%,1000 ms
162.159.193.203:3854,100.00%,1000 ms
162.159.193.203:8886,100.00%,1000 ms
162.159.193.199:3476,100.00%,1000 ms
188.114.98.95:7103,100.00%,1000 ms
162.159.193.199:908,100.00%,1000 ms
188.114.98.96:7103,100.00%,1000 ms
188.114.98.95:8854,100.00%,1000 ms
162.159.193.202:3854,100.00%,1000 ms
162.159.193.200:8886,100.00%,1000 ms
162.159.193.202:8886,100.00%,1000 ms
162.159.193.201:8886,100.00%,1000 ms
188.114.98.96:8854,100.00%,1000 ms
162.159.193.201:3854,100.00%,1000 ms
162.159.193.200:3854,100.00%,1000 ms
162.159.193.198:8854,100.00%,1000 ms
162.159.193.198:1074,100.00%,1000 ms
162.159.193.197:1010,100.00%,1000 ms
162.159.193.197:3854,100.00%,1000 ms
162.159.193.196:1002,100.00%,1000 ms
162.159.193.196:8886,100.00%,1000 ms
188.114.97.235:891,100.00%,1000 ms
162.159.193.195:1002,100.00%,1000 ms
162.159.193.195:8886,100.00%,1000 ms
162.159.193.194:1002,100.00%,1000 ms
162.159.193.194:8886,100.00%,1000 ms
162.159.193.193:1002,100.00%,1000 ms
188.114.98.105:945,100.00%,1000 ms
188.114.98.105:1014,100.00%,1000 ms
188.114.98.106:1014,100.00%,1000 ms
188.114.98.106:945,100.00%,1000 ms
162.159.193.193:8886,100.00%,1000 ms
162.159.193.192:4177,100.00%,1000 ms
188.114.98.109:945,100.00%,1000 ms
188.114.98.109:1014,100.00%,1000 ms
162.159.193.192:8854,100.00%,1000 ms
162.159.193.191:4177,100.00%,1000 ms
188.114.97.229:891,100.00%,1000 ms
162.159.193.191:8854,100.00%,1000 ms
162.159.193.190:4177,100.00%,1000 ms
162.159.193.189:4177,100.00%,1000 ms
188.114.98.114:945,100.00%,1000 ms
188.114.98.114:1014,100.00%,1000 ms
162.159.193.190:8854,100.00%,1000 ms
162.159.193.189:8854,100.00%,1000 ms
162.159.193.188:4177,100.00%,1000 ms
162.159.193.188:8854,100.00%,1000 ms
188.114.98.116:1014,100.00%,1000 ms
188.114.97.229:4233,100.00%,1000 ms
162.159.193.187:4177,100.00%,1000 ms
188.114.98.116:945,100.00%,1000 ms
162.159.193.187:8854,100.00%,1000 ms
162.159.193.186:4177,100.00%,1000 ms
162.159.195.208:4177,100.00%,1000 ms
162.159.193.183:8854,100.00%,1000 ms
162.159.195.208:2506,100.00%,1000 ms
162.159.195.255:908,100.00%,1000 ms
188.114.97.82:5956,100.00%,1000 ms
162.159.193.185:8854,100.00%,1000 ms
162.159.193.183:4177,100.00%,1000 ms
162.159.193.184:8854,100.00%,1000 ms
162.159.193.185:4177,100.00%,1000 ms
162.159.193.184:4177,100.00%,1000 ms
162.159.193.182:4177,100.00%,1000 ms
162.159.193.182:8854,100.00%,1000 ms
162.159.193.181:4177,100.00%,1000 ms
162.159.193.180:4177,100.00%,1000 ms
162.159.193.181:8854,100.00%,1000 ms
162.159.193.179:8854,100.00%,1000 ms
162.159.193.180:8854,100.00%,1000 ms
162.159.193.179:4177,100.00%,1000 ms
188.114.97.222:854,100.00%,1000 ms
162.159.195.255:1074,100.00%,1000 ms
162.159.193.178:4177,100.00%,1000 ms
162.159.193.177:4177,100.00%,1000 ms
162.159.193.178:8854,100.00%,1000 ms
162.159.193.177:8854,100.00%,1000 ms
162.159.193.175:4177,100.00%,1000 ms
162.159.193.176:8854,100.00%,1000 ms
188.114.98.130:1180,100.00%,1000 ms
188.114.97.222:946,100.00%,1000 ms
188.114.98.130:878,100.00%,1000 ms
188.114.97.217:854,100.00%,1000 ms
162.159.193.176:4177,100.00%,1000 ms
162.159.193.175:8854,100.00%,1000 ms
162.159.193.174:987,100.00%,1000 ms
162.159.193.174:1074,100.00%,1000 ms
162.159.193.173:987,100.00%,1000 ms
162.159.193.173:1074,100.00%,1000 ms
162.159.193.172:987,100.00%,1000 ms
162.159.193.172:1074,100.00%,1000 ms
162.159.193.171:987,100.00%,1000 ms
162.159.193.171:1074,100.00%,1000 ms
162.159.193.170:987,100.00%,1000 ms
162.159.193.170:1074,100.00%,1000 ms
162.159.193.169:987,100.00%,1000 ms
162.159.193.169:1074,100.00%,1000 ms
162.159.193.167:987,100.00%,1000 ms
162.159.193.168:987,100.00%,1000 ms
162.159.193.168:1074,100.00%,1000 ms
162.159.193.166:987,100.00%,1000 ms
162.159.193.167:1074,100.00%,1000 ms
162.159.193.165:1074,100.00%,1000 ms
162.159.193.166:1074,100.00%,1000 ms
162.159.193.165:987,100.00%,1000 ms
188.114.96.1:1074,100.00%,1000 ms
162.159.193.164:987,100.00%,1000 ms
162.159.193.162:987,100.00%,1000 ms
162.159.193.163:1074,100.00%,1000 ms
162.159.193.164:1074,100.00%,1000 ms
162.159.193.163:987,100.00%,1000 ms
162.159.193.162:1074,100.00%,1000 ms
162.159.193.161:987,100.00%,1000 ms
162.159.193.161:1074,100.00%,1000 ms
162.159.193.160:987,100.00%,1000 ms
162.159.193.160:1074,100.00%,1000 ms
162.159.193.159:1074,100.00%,1000 ms
162.159.193.159:987,100.00%,1000 ms
162.159.193.157:987,100.00%,1000 ms
162.159.193.156:987,100.00%,1000 ms
188.114.96.1:908,100.00%,1000 ms
162.159.193.157:1074,100.00%,1000 ms
188.114.98.149:1387,100.00%,1000 ms
188.114.98.149:1010,100.00%,1000 ms
162.159.193.158:1074,100.00%,1000 ms
162.159.193.158:987,100.00%,1000 ms
162.159.193.156:1074,100.00%,1000 ms
162.159.193.155:1074,100.00%,1000 ms
162.159.193.155:987,100.00%,1000 ms
162.159.193.154:987,100.00%,1000 ms
162.159.193.153:987,100.00%,1000 ms
162.159.193.153:1074,100.00%,1000 ms
162.159.193.154:1074,100.00%,1000 ms
162.159.193.152:1074,100.00%,1000 ms
162.159.193.151:987,100.00%,1000 ms
188.114.96.6:1074,100.00%,1000 ms
188.114.98.154:1010,100.00%,1000 ms
188.114.98.154:1387,100.00%,1000 ms
188.114.97.217:946,100.00%,1000 ms
162.159.193.152:987,100.00%,1000 ms
162.159.193.150:987,100.00%,1000 ms
162.159.193.151:1074,100.00%,1000 ms
162.159.193.149:1387,100.00%,1000 ms
162.159.193.150:1074,100.00%,1000 ms
162.159.193.149:891,100.00%,1000 ms
162.159.193.148:1074,100.00%,1000 ms
188.114.96.6:908,100.00%,1000 ms
188.114.97.216:854,100.00%,1000 ms
188.114.98.157:1387,100.00%,1000 ms
188.114.98.157:1010,100.00%,1000 ms
162.159.193.148:7559,100.00%,1000 ms
162.159.193.147:5279,100.00%,1000 ms
188.114.98.160:1387,100.00%,1000 ms
188.114.98.160:1010,100.00%,1000 ms
162.159.193.147:903,100.00%,1000 ms
188.114.97.216:946,100.00%,1000 ms
162.159.193.146:3854,100.00%,1000 ms
162.159.193.146:1701,100.00%,1000 ms
162.159.193.145:3854,100.00%,1000 ms
162.159.193.145:1701,100.00%,1000 ms
162.159.193.144:3854,100.00%,1000 ms
162.159.193.144:1701,100.00%,1000 ms
162.159.193.143:1701,100.00%,1000 ms
162.159.193.143:3854,100.00%,1000 ms
162.159.193.142:908,100.00%,1000 ms
162.159.193.142:968,100.00%,1000 ms
162.159.193.141:908,100.00%,1000 ms
188.114.97.215:854,100.00%,1000 ms
162.159.193.141:968,100.00%,1000 ms
162.159.193.140:908,100.00%,1000 ms
188.114.96.24:8319,100.00%,1000 ms
162.159.193.139:908,100.00%,1000 ms
162.159.193.140:968,100.00%,1000 ms
162.159.193.139:968,100.00%,1000 ms
188.114.97.215:946,100.00%,1000 ms
162.159.193.138:908,100.00%,1000 ms
188.114.97.213:946,100.00%,1000 ms
162.159.193.138:968,100.00%,1000 ms
162.159.193.137:908,100.00%,1000 ms
162.159.193.136:908,100.00%,1000 ms
162.159.193.137:968,100.00%,1000 ms
162.159.193.136:968,100.00%,1000 ms
162.159.193.135:968,100.00%,1000 ms
162.159.193.135:908,100.00%,1000 ms
188.114.98.172:894,100.00%,1000 ms
162.159.193.134:908,100.00%,1000 ms
188.114.98.172:946,100.00%,1000 ms
188.114.97.213:854,100.00%,1000 ms
162.159.193.133:908,100.00%,1000 ms
188.114.96.24:864,100.00%,1000 ms
188.114.96.45:939,100.00%,1000 ms
162.159.193.134:968,100.00%,1000 ms
162.159.193.133:968,100.00%,1000 ms
162.159.193.132:908,100.00%,1000 ms
162.159.193.132:968,100.00%,1000 ms
162.159.193.131:908,100.00%,1000 ms
162.159.193.131:968,100.00%,1000 ms
162.159.193.130:908,100.00%,1000 ms
162.159.193.130:968,100.00%,1000 ms
162.159.193.129:908,100.00%,1000 ms
162.159.193.129:968,100.00%,1000 ms
162.159.193.128:908,100.00%,1000 ms
188.114.96.45:7103,100.00%,1000 ms
162.159.193.127:7281,100.00%,1000 ms
188.114.97.208:4177,100.00%,1000 ms
162.159.193.128:968,100.00%,1000 ms
162.159.193.127:934,100.00%,1000 ms
162.159.193.126:7281,100.00%,1000 ms
162.159.193.126:934,100.00%,1000 ms
162.159.193.125:7281,100.00%,1000 ms
188.114.97.208:1010,100.00%,1000 ms
162.159.193.125:934,100.00%,1000 ms
162.159.193.124:7281,100.00%,1000 ms
188.114.97.206:4177,100.00%,1000 ms
162.159.193.124:934,100.00%,1000 ms
162.159.193.123:7281,100.00%,1000 ms
188.114.97.206:1010,100.00%,1000 ms
162.159.193.123:934,100.00%,1000 ms
162.159.193.122:7281,100.00%,1000 ms
188.114.96.58:7103,100.00%,1000 ms
162.159.193.122:934,100.00%,1000 ms
188.114.96.58:939,100.00%,1000 ms
162.159.193.121:7281,100.00%,1000 ms
162.159.193.121:934,100.00%,1000 ms
162.159.193.120:934,100.00%,1000 ms
188.114.96.63:3854,100.00%,1000 ms
162.159.193.120:7281,100.00%,1000 ms
162.159.193.119:7281,100.00%,1000 ms
188.114.96.63:864,100.00%,1000 ms
188.114.96.66:3854,100.00%,1000 ms
162.159.193.119:934,100.00%,1000 ms
188.114.96.66:864,100.00%,1000 ms
162.159.193.118:7281,100.00%,1000 ms
162.159.193.117:7281,100.00%,1000 ms
162.159.193.118:934,100.00%,1000 ms
162.159.193.116:7281,100.00%,1000 ms
188.114.97.194:7152,100.00%,1000 ms
162.159.193.117:934,100.00%,1000 ms
162.159.193.116:934,100.00%,1000 ms
162.159.193.115:934,100.00%,1000 ms
162.159.193.114:7281,100.00%,1000 ms
162.159.193.115:7281,100.00%,1000 ms
162.159.193.114:934,100.00%,1000 ms
162.159.193.113:934,100.00%,1000 ms
162.159.193.113:7281,100.00%,1000 ms
162.159.193.112:7281,100.00%,1000 ms
162.159.193.112:934,100.00%,1000 ms
188.114.98.200:8742,100.00%,1000 ms
188.114.97.194:903,100.00%,1000 ms
188.114.96.86:8319,100.00%,1000 ms
188.114.98.200:880,100.00%,1000 ms
162.159.193.111:7281,100.00%,1000 ms
162.159.193.111:934,100.00%,1000 ms
162.159.193.110:7281,100.00%,1000 ms
162.159.193.110:934,100.00%,1000 ms
162.159.193.109:934,100.00%,1000 ms
162.159.193.247:854,100.00%,1000 ms
188.114.98.202:8742,100.00%,1000 ms
188.114.98.202:880,100.00%,1000 ms
188.114.98.203:934,100.00%,1000 ms
188.114.98.203:1180,100.00%,1000 ms
188.114.98.206:934,100.00%,1000 ms
188.114.98.206:1180,100.00%,1000 ms
162.159.193.108:934,100.00%,1000 ms
162.159.193.107:7281,100.00%,1000 ms
162.159.193.107:934,100.00%,1000 ms
162.159.193.108:7281,100.00%,1000 ms
162.159.193.106:7281,100.00%,1000 ms
162.159.193.106:934,100.00%,1000 ms
162.159.193.105:7281,100.00%,1000 ms
162.159.193.105:934,100.00%,1000 ms
162.159.193.104:939,100.00%,1000 ms
162.159.193.104:2371,100.00%,1000 ms
162.159.193.103:939,100.00%,1000 ms
162.159.193.103:2371,100.00%,1000 ms
162.159.193.102:2371,100.00%,1000 ms
162.159.193.102:939,100.00%,1000 ms
188.114.96.86:7152,100.00%,1000 ms
162.159.193.101:2371,100.00%,1000 ms
188.114.96.87:8319,100.00%,1000 ms
162.159.193.101:939,100.00%,1000 ms
162.159.193.99:939,100.00%,1000 ms
188.114.98.218:1180,100.00%,1000 ms
162.159.193.99:2371,100.00%,1000 ms
188.114.98.218:934,100.00%,1000 ms
162.159.193.100:939,100.00%,1000 ms
162.159.193.100:2371,100.00%,1000 ms
162.159.193.98:8319,100.00%,1000 ms
162.159.193.98:988,100.00%,1000 ms
162.159.193.97:890,100.00%,1000 ms
188.114.98.221:955,100.00%,1000 ms
188.114.98.221:988,100.00%,1000 ms
162.159.193.97:943,100.00%,1000 ms
162.159.193.96:2408,100.00%,1000 ms
162.159.193.96:1010,100.00%,1000 ms
188.114.96.87:7152,100.00%,1000 ms
162.159.193.95:2408,100.00%,1000 ms
188.114.98.224:955,100.00%,1000 ms
188.114.98.224:988,100.00%,1000 ms
162.159.193.95:1010,100.00%,1000 ms
162.159.193.94:2408,100.00%,1000 ms
162.159.193.94:1010,100.00%,1000 ms
188.114.96.108:8886,100.00%,1000 ms
162.159.193.93:3854,100.00%,1000 ms
162.159.193.93:1010,100.00%,1000 ms
188.114.96.108:968,100.00%,1000 ms
162.159.193.92:3854,100.00%,1000 ms
188.114.96.116:968,100.00%,1000 ms
188.114.98.230:988,100.00%,1000 ms
162.159.193.92:1010,100.00%,1000 ms
162.159.193.91:3854,100.00%,1000 ms
162.159.193.91:1010,100.00%,1000 ms
162.159.193.90:3854,100.00%,1000 ms
188.114.96.116:8886,100.00%,1000 ms
188.114.98.230:955,100.00%,1000 ms
162.159.193.90:1010,100.00%,1000 ms
188.114.97.182:8886,100.00%,1000 ms
162.159.193.89:3854,100.00%,1000 ms
162.159.193.88:3854,100.00%,1000 ms
162.159.193.89:1010,100.00%,1000 ms
162.159.193.88:1010,100.00%,1000 ms
162.159.193.87:3854,100.00%,1000 ms
162.159.193.86:3854,100.00%,1000 ms
188.114.97.182:968,100.00%,1000 ms
162.159.193.87:1010,100.00%,1000 ms
162.159.193.86:1010,100.00%,1000 ms
162.159.193.85:1010,100.00%,1000 ms
162.159.193.85:3854,100.00%,1000 ms
162.159.193.84:3854,100.00%,1000 ms
162.159.193.83:1010,100.00%,1000 ms
162.159.193.83:3854,100.00%,1000 ms
162.159.193.84:1010,100.00%,1000 ms
162.159.193.82:3854,100.00%,1000 ms
188.114.96.123:3138,100.00%,1000 ms
162.159.193.82:1010,100.00%,1000 ms
188.114.96.123:1074,100.00%,1000 ms
162.159.193.81:3854,100.00%,1000 ms
162.159.193.80:3854,100.00%,1000 ms
162.159.193.81:1010,100.00%,1000 ms
162.159.193.79:3854,100.00%,1000 ms
162.159.193.80:1010,100.00%,1000 ms
162.159.193.79:1010,100.00%,1000 ms
162.159.193.78:3854,100.00%,1000 ms
162.159.193.77:968,100.00%,1000 ms
188.114.96.132:1074,100.00%,1000 ms
188.114.96.132:3138,100.00%,1000 ms
162.159.193.78:1010,100.00%,1000 ms
162.159.193.77:1010,100.00%,1000 ms
162.159.193.76:968,100.00%,1000 ms
188.114.98.246:987,100.00%,1000 ms
188.114.98.246:859,100.00%,1000 ms
162.159.193.76:1010,100.00%,1000 ms
188.114.97.176:968,100.00%,1000 ms
188.114.97.176:8886,100.00%,1000 ms
162.159.193.75:968,100.00%,1000 ms
162.159.193.75:1010,100.00%,1000 ms
162.159.193.74:968,100.00%,1000 ms
162.159.193.74:1010,100.00%,1000 ms
162.159.193.73:968,100.00%,1000 ms
162.159.193.73:1010,100.00%,1000 ms
162.159.193.72:968,100.00%,1000 ms
162.159.193.72:1010,100.00%,1000 ms
162.159.193.71:968,100.00%,1000 ms
162.159.193.71:1010,100.00%,1000 ms
188.114.96.140:7281,100.00%,1000 ms
162.159.193.70:968,100.00%,1000 ms
162.159.193.70:1010,100.00%,1000 ms
162.159.193.69:968,100.00%,1000 ms
162.159.193.69:1010,100.00%,1000 ms
162.159.193.67:968,100.00%,1000 ms
162.159.193.68:1010,100.00%,1000 ms
162.159.193.68:968,100.00%,1000 ms
162.159.193.66:968,100.00%,1000 ms
188.114.96.140:890,100.00%,1000 ms
162.159.193.67:1010,100.00%,1000 ms
162.159.193.65:968,100.00%,1000 ms
162.159.193.66:1010,100.00%,1000 ms
162.159.193.65:1010,100.00%,1000 ms
162.159.193.64:968,100.00%,1000 ms
162.159.193.64:1010,100.00%,1000 ms
162.159.193.63:968,100.00%,1000 ms
162.159.193.63:1010,100.00%,1000 ms
188.114.97.171:968,100.00%,1000 ms
162.159.193.62:968,100.00%,1000 ms
162.159.193.61:968,100.00%,1000 ms
162.159.193.62:1010,100.00%,1000 ms
188.114.97.171:8886,100.00%,1000 ms
162.159.193.61:1010,100.00%,1000 ms
162.159.193.60:968,100.00%,1000 ms
188.114.96.144:890,100.00%,1000 ms
162.159.193.60:1010,100.00%,1000 ms
162.159.193.59:1010,100.00%,1000 ms
162.159.193.59:968,100.00%,1000 ms
162.159.193.58:1010,100.00%,1000 ms
162.159.193.58:968,100.00%,1000 ms
162.159.193.57:968,100.00%,1000 ms
162.159.193.57:1010,100.00%,1000 ms
188.114.96.144:7281,100.00%,1000 ms
188.114.96.147:890,100.00%,1000 ms
162.159.193.56:2506,100.00%,1000 ms
162.159.193.56:1074,100.00%,1000 ms
188.114.96.147:7281,100.00%,1000 ms
162.159.193.55:2506,100.00%,1000 ms
162.159.193.55:1074,100.00%,1000 ms
162.159.193.54:2506,100.00%,1000 ms
162.159.193.54:1074,100.00%,1000 ms
162.159.193.53:2506,100.00%,1000 ms
188.114.99.17:968,100.00%,1000 ms
162.159.193.51:2506,100.00%,1000 ms
162.159.193.52:2506,100.00%,1000 ms
162.159.193.53:1074,100.00%,1000 ms
188.114.99.17:3476,100.00%,1000 ms
162.159.193.52:1074,100.00%,1000 ms
162.159.193.51:1074,100.00%,1000 ms
188.114.96.162:2371,100.00%,1000 ms
188.114.96.162:4233,100.00%,1000 ms
162.159.193.49:2506,100.00%,1000 ms
162.159.193.49:1074,100.00%,1000 ms
162.159.193.50:1074,100.00%,1000 ms
162.159.193.50:2506,100.00%,1000 ms
162.159.193.48:1074,100.00%,1000 ms
162.159.193.48:968,100.00%,1000 ms
162.159.193.47:987,100.00%,1000 ms
162.159.193.47:891,100.00%,1000 ms
188.114.97.158:2506,100.00%,1000 ms
162.159.193.46:891,100.00%,1000 ms
162.159.193.46:928,100.00%,1000 ms
188.114.97.158:1010,100.00%,1000 ms
162.159.193.45:891,100.00%,1000 ms
188.114.96.166:2371,100.00%,1000 ms
162.159.193.45:928,100.00%,1000 ms
188.114.99.34:894,100.00%,1000 ms
162.159.193.44:4233,100.00%,1000 ms
188.114.96.166:4233,100.00%,1000 ms
162.159.193.44:943,100.00%,1000 ms
188.114.97.157:2506,100.00%,1000 ms
162.159.193.43:943,100.00%,1000 ms
162.159.193.43:4233,100.00%,1000 ms
162.159.193.42:4233,100.00%,1000 ms
162.159.193.42:943,100.00%,1000 ms
188.114.99.34:1843,100.00%,1000 ms
162.159.193.41:4233,100.00%,1000 ms
162.159.193.41:943,100.00%,1000 ms
188.114.96.175:1018,100.00%,1000 ms
162.159.193.40:4233,100.00%,1000 ms
162.159.193.39:4233,100.00%,1000 ms
188.114.97.157:1010,100.00%,1000 ms
162.159.193.40:943,100.00%,1000 ms
188.114.96.175:8854,100.00%,1000 ms
162.159.193.39:943,100.00%,1000 ms
162.159.193.38:4233,100.00%,1000 ms
162.159.193.38:943,100.00%,1000 ms
162.159.193.37:4233,100.00%,1000 ms
162.159.193.37:943,100.00%,1000 ms
162.159.193.36:4233,100.00%,1000 ms
162.159.193.36:943,100.00%,1000 ms
162.159.193.35:4233,100.00%,1000 ms
162.159.193.35:943,100.00%,1000 ms
162.159.193.34:4233,100.00%,1000 ms
162.159.193.34:943,100.00%,1000 ms
162.159.193.33:4233,100.00%,1000 ms
188.114.99.41:894,100.00%,1000 ms
188.114.99.41:1843,100.00%,1000 ms
162.159.193.33:943,100.00%,1000 ms
188.114.96.188:3476,100.00%,1000 ms
162.159.193.32:4233,100.00%,1000 ms
162.159.193.32:943,100.00%,1000 ms
162.159.193.31:2506,100.00%,1000 ms
162.159.193.30:2506,100.00%,1000 ms
162.159.193.31:939,100.00%,1000 ms
162.159.193.29:2506,100.00%,1000 ms
188.114.99.45:1387,100.00%,1000 ms
162.159.193.30:939,100.00%,1000 ms
188.114.99.45:894,100.00%,1000 ms
162.159.193.29:939,100.00%,1000 ms
162.159.193.28:2506,100.00%,1000 ms
188.114.99.48:1387,100.00%,1000 ms
188.114.99.48:894,100.00%,1000 ms
162.159.193.28:939,100.00%,1000 ms
188.114.96.188:5279,100.00%,1000 ms
162.159.193.27:2506,100.00%,1000 ms
162.159.193.27:939,100.00%,1000 ms
188.114.96.192:3476,100.00%,1000 ms
162.159.193.26:2506,100.00%,1000 ms
162.159.193.26:939,100.00%,1000 ms
162.159.193.25:2506,100.00%,1000 ms
188.114.96.192:5279,100.00%,1000 ms
162.159.193.24:2506,100.00%,1000 ms
162.159.193.25:939,100.00%,1000 ms
188.114.96.195:3476,100.00%,1000 ms
162.159.193.24:939,100.00%,1000 ms
188.114.99.58:1387,100.00%,1000 ms
162.159.193.23:2506,100.00%,1000 ms
188.114.96.195:5279,100.00%,1000 ms
188.114.99.58:894,100.00%,1000 ms
162.159.193.23:939,100.00%,1000 ms
162.159.193.22:2506,100.00%,1000 ms
162.159.193.22:939,100.00%,1000 ms
162.159.193.21:2506,100.00%,1000 ms
162.159.193.21:939,100.00%,1000 ms
162.159.193.20:2506,100.00%,1000 ms
162.159.193.20:939,100.00%,1000 ms
162.159.193.19:2506,100.00%,1000 ms
188.114.99.66:880,100.00%,1000 ms
188.114.99.66:8319,100.00%,1000 ms
162.159.193.19:939,100.00%,1000 ms
162.159.193.18:939,100.00%,1000 ms
162.159.193.17:2506,100.00%,1000 ms
162.159.193.18:2506,100.00%,1000 ms
162.159.193.17:939,100.00%,1000 ms
162.159.193.16:2506,100.00%,1000 ms
162.159.193.16:939,100.00%,1000 ms
162.159.193.15:2506,100.00%,1000 ms
162.159.193.15:939,100.00%,1000 ms
162.159.193.14:2506,100.00%,1000 ms
162.159.193.14:939,100.00%,1000 ms
188.114.96.197:1010,100.00%,1000 ms
162.159.193.12:2506,100.00%,1000 ms
188.114.96.197:928,100.00%,1000 ms
162.159.193.13:939,100.00%,1000 ms
162.159.193.13:2506,100.00%,1000 ms
162.159.193.12:939,100.00%,1000 ms
162.159.193.11:2506,100.00%,1000 ms
162.159.193.11:939,100.00%,1000 ms
162.159.193.10:5279,100.00%,1000 ms
188.114.96.202:1010,100.00%,1000 ms
162.159.193.10:988,100.00%,1000 ms
162.159.193.9:5279,100.00%,1000 ms
162.159.193.9:988,100.00%,1000 ms
162.159.193.8:5279,100.00%,1000 ms
162.159.193.8:988,100.00%,1000 ms
